device_id,timestamp,room_temp_c,setpoint_c,ambient_temp_c,compressor_state,power_watt,mode
DVC-101,2026-06-02 04:30:00,25.19,26.0,25.5,0,44.9,OFF
DVC-105,2026-06-13 11:45:00,24.74,24.0,34.49,0,44.7,FAN
DVC-102,2026-06-01 11:15:00,24.11,24.0,33.84,1,1127.3,COOL
DVC-103,2026-06-05 16:15:00,24.35,24.0,36.43,1,1279.4,COOL
DVC-102,2026-06-13 00:30:00,25.53,26.0,26.13,0,38.1,OFF
DVC-103,2026-06-01 04:15:00,26.03,26.0,26.08,0,33.3,OFF
DVC-102,2026-06-04 10:45:00,23.98,24.0,33.71,1,1189.6,COOL
DVC-105,2026-06-05 08:00:00,26.34,26.0,29.59,0,39.3,FAN
DVC-103,2026-06-13 11:45:00,24.62,24.0,34.94,0,55.6,FAN
DVC-101,2026-06-04 21:00:00,24.35,26.0,31.51,0,38.7,FAN
DVC-104,2026-06-05 03:00:00,25.65,26.0,24.32,0,38.7,OFF
DVC-103,2026-06-10 05:30:00,25.23,26.0,25.39,0,55.7,OFF
DVC-103,2026-06-02 17:00:00,24.68,24.0,36.96,0,53.4,FAN
DVC-105,2026-06-13 03:15:00,26.04,26.0,24.88,0,40.0,OFF
DVC-102,2026-06-08 12:30:00,24.47,24.0,35.71,1,1430.5,COOL
DVC-105,2026-06-14 01:45:00,26.2,26.0,25.15,0,46.2,OFF
DVC-104,2026-06-08 09:45:00,25.24,24.0,32.05,1,1285.8,COOL
DVC-103,2026-06-10 02:15:00,26.01,26.0,24.99,0,48.9,OFF
DVC-103,2026-06-06 10:00:00,25.11,24.0,32.02,1,1216.4,COOL
DVC-105,2026-06-04 13:15:00,24.19,24.0,36.21,1,1573.0,COOL
DVC-104,2026-06-07 12:45:00,24.23,24.0,35.87,1,1298.3,COOL
DVC-102,2026-06-12 20:45:00,24.55,24.0,31.36,0,51.6,FAN
DVC-101,2026-06-01 23:30:00,25.83,26.0,26.34,0,33.4,OFF
DVC-101,2026-06-12 07:15:00,26.59,26.0,28.1,0,34.6,OFF
DVC-103,2026-06-09 13:15:00,24.44,24.0,37.22,1,1353.2,COOL
DVC-103,2026-06-14 08:45:00,26.38,26.0,29.49,0,60.6,FAN
DVC-101,2026-06-10 02:00:00,26.25,26.0,25.64,0,39.8,OFF
DVC-105,2026-06-07 18:00:00,24.61,24.0,34.44,0,59.1,FAN
DVC-104,2026-06-04 20:30:00,24.2,24.0,31.26,1,1351.8,COOL
DVC-101,2026-06-03 00:15:00,26.2,26.0,27.37,0,44.7,OFF
DVC-102,2026-06-02 03:45:00,25.68,26.0,25.33,0,43.1,OFF
DVC-105,2026-06-02 06:00:00,25.91,26.0,26.81,0,56.3,OFF
DVC-103,2026-06-06 17:15:00,24.18,24.0,35.9,1,1335.9,COOL
DVC-102,2026-06-06 15:30:00,24.48,24.0,36.81,1,1354.0,COOL
DVC-105,2026-06-01 18:15:00,24.33,24.0,34.09,1,1623.3,COOL
DVC-103,2026-06-12 06:30:00,26.18,26.0,27.33,0,63.2,OFF
DVC-105,2026-06-09 16:00:00,24.03,24.0,36.66,1,1229.0,COOL
DVC-105,2026-06-06 22:30:00,25.95,26.0,27.76,0,30.3,OFF
DVC-105,2026-06-12 15:00:00,24.81,24.0,36.7,0,36.5,FAN
DVC-103,2026-06-04 11:15:00,24.17,24.0,34.35,1,1208.3,COOL
DVC-104,2026-06-05 11:30:00,24.13,24.0,35.93,1,1178.9,COOL
DVC-105,2026-06-04 11:00:00,24.29,24.0,33.45,1,1406.3,COOL
DVC-101,2026-06-02 15:00:00,23.96,24.0,37.08,1,1138.8,COOL
DVC-105,2026-06-09 13:15:00,24.49,24.0,36.33,1,1491.8,COOL
DVC-104,2026-06-01 19:30:00,24.05,24.0,33.17,1,1113.6,COOL
DVC-102,2026-06-03 22:15:00,25.63,26.0,28.64,0,32.4,OFF
DVC-105,2026-06-05 06:30:00,25.61,26.0,27.28,0,33.8,OFF
DVC-101,2026-06-14 01:15:00,26.11,26.0,25.8,0,44.1,OFF
DVC-105,2026-06-11 06:00:00,26.19,26.0,27.11,0,43.8,OFF
DVC-104,2026-06-11 17:45:00,23.5,24.0,36.72,1,1504.9,COOL
DVC-104,2026-06-08 12:45:00,24.11,24.0,35.77,1,1240.8,COOL
DVC-102,2026-06-14 21:15:00,24.54,26.0,30.6,0,35.7,FAN
DVC-101,2026-06-06 00:15:00,26.21,26.0,27.35,0,64.4,OFF
DVC-103,2026-06-12 01:15:00,25.78,26.0,25.93,0,60.9,OFF
DVC-104,2026-06-10 17:45:00,23.5,24.0,36.16,0,28.8,FAN
DVC-102,2026-06-02 17:15:00,24.82,24.0,36.23,0,51.6,FAN
DVC-104,2026-06-09 03:15:00,23.5,26.0,25.31,0,53.1,OFF
DVC-102,2026-06-14 21:30:00,24.85,26.0,30.74,0,54.4,FAN
DVC-101,2026-06-07 03:00:00,26.09,26.0,25.14,0,42.8,OFF
DVC-103,2026-06-04 12:00:00,24.61,24.0,35.18,0,36.9,FAN
DVC-104,2026-06-04 21:45:00,25.07,26.0,29.42,0,41.6,FAN
DVC-101,2026-06-02 22:45:00,25.8,26.0,27.61,0,31.6,OFF
DVC-102,2026-06-09 09:45:00,24.86,24.0,32.94,1,1315.4,COOL
DVC-102,2026-06-07 11:15:00,24.57,24.0,34.86,0,51.4,FAN
DVC-104,2026-06-13 18:15:00,23.5,24.0,35.37,1,1203.6,COOL
DVC-104,2026-06-13 16:15:00,23.5,24.0,34.97,0,49.6,FAN
DVC-103,2026-06-01 11:15:00,23.98,24.0,35.06,1,1318.2,COOL
DVC-105,2026-06-12 08:00:00,26.37,26.0,29.82,1,1450.5,COOL
DVC-105,2026-06-12 06:15:00,25.66,26.0,27.69,0,58.7,OFF
DVC-103,2026-06-14 09:00:00,26.05,24.0,31.09,1,1412.9,COOL
DVC-105,2026-06-03 15:00:00,24.02,24.0,37.01,1,1456.8,COOL
DVC-103,2026-06-06 15:15:00,24.11,24.0,37.35,1,1433.7,COOL
DVC-105,2026-06-02 02:00:00,25.82,26.0,24.17,0,53.0,OFF
DVC-104,2026-06-07 02:00:00,26.31,26.0,24.82,0,41.4,OFF
DVC-105,2026-06-04 22:45:00,25.52,26.0,27.72,0,51.7,OFF
DVC-101,2026-06-08 13:00:00,24.57,24.0,35.64,0,59.8,FAN
DVC-103,2026-06-04 09:15:00,25.94,24.0,31.66,1,1223.9,COOL
DVC-102,2026-06-05 01:45:00,25.97,26.0,25.77,0,64.6,OFF
DVC-102,2026-06-05 08:45:00,26.24,26.0,30.81,0,37.5,FAN
DVC-102,2026-06-01 11:30:00,24.66,24.0,34.61,0,51.2,FAN
DVC-102,2026-06-02 16:45:00,24.48,24.0,36.36,0,63.1,FAN
DVC-103,2026-06-13 21:45:00,25.17,26.0,30.68,0,38.2,FAN
DVC-105,2026-06-09 07:45:00,26.77,26.0,28.75,0,50.4,OFF
DVC-105,2026-06-03 12:30:00,24.36,24.0,35.74,1,1250.2,COOL
DVC-105,2026-06-05 12:45:00,24.32,24.0,35.5,1,1254.7,COOL
DVC-101,2026-06-11 15:45:00,24.78,24.0,37.25,0,49.3,FAN
DVC-101,2026-06-13 08:45:00,26.01,26.0,30.83,1,1430.2,COOL
DVC-105,2026-06-03 09:45:00,25.71,24.0,32.94,1,1299.2,COOL
DVC-104,2026-06-14 15:30:00,23.5,24.0,36.44,1,1280.6,COOL
DVC-103,2026-06-03 00:15:00,26.22,26.0,26.74,0,50.2,OFF
DVC-102,2026-06-10 07:15:00,26.05,26.0,29.06,0,40.6,OFF
DVC-102,2026-06-10 16:00:00,24.67,24.0,37.3,0,30.2,FAN
DVC-102,2026-06-11 17:00:00,24.15,24.0,36.81,1,1191.4,COOL
DVC-104,2026-06-03 22:15:00,25.53,26.0,28.23,0,43.2,OFF
DVC-103,2026-06-04 17:30:00,24.67,24.0,36.14,1,1226.8,COOL
DVC-104,2026-06-04 22:30:00,25.28,26.0,28.36,0,12.8,OFF
DVC-102,2026-06-06 10:00:00,24.92,24.0,32.72,1,1480.0,COOL
DVC-102,2026-06-14 16:15:00,24.62,24.0,37.34,0,46.5,FAN
DVC-104,2026-06-09 05:30:00,23.5,26.0,26.06,0,38.7,OFF
DVC-104,2026-06-07 09:15:00,25.72,24.0,31.67,1,1314.3,COOL
DVC-103,2026-06-14 09:15:00,25.84,24.0,31.06,1,1338.3,COOL
DVC-102,2026-06-12 16:30:00,24.24,24.0,37.19,1,1349.1,COOL
DVC-105,2026-06-08 03:30:00,25.67,26.0,26.15,0,55.1,OFF
DVC-101,2026-06-08 13:15:00,24.23,24.0,37.26,1,1255.7,COOL
DVC-105,2026-06-09 08:15:00,26.24,26.0,29.78,1,1238.0,COOL
DVC-105,2026-06-11 07:45:00,26.34,26.0,29.07,0,33.0,OFF
DVC-105,2026-06-01 09:00:00,25.94,24.0,31.44,1,1308.3,COOL
DVC-102,2026-06-10 00:00:00,26.29,26.0,26.55,0,38.6,OFF
DVC-104,2026-06-12 07:15:00,23.5,26.0,28.99,0,43.5,OFF
DVC-103,2026-06-02 18:00:00,24.51,24.0,34.64,1,1447.2,COOL
DVC-105,2026-06-01 19:00:00,24.02,24.0,34.54,1,1300.8,COOL
DVC-101,2026-06-11 07:15:00,26.09,26.0,28.06,0,38.3,OFF
DVC-101,2026-06-13 06:30:00,25.54,26.0,27.57,0,31.8,OFF
DVC-102,2026-06-01 14:45:00,24.8,24.0,37.65,0,53.1,FAN
DVC-105,2026-06-02 08:30:00,26.27,26.0,30.22,1,1336.0,COOL
DVC-103,2026-06-10 15:45:00,24.33,24.0,36.84,1,1077.5,COOL
DVC-103,2026-06-01 13:30:00,24.43,24.0,37.61,1,1478.6,COOL
DVC-105,2026-06-06 23:45:00,26.38,26.0,27.68,0,44.0,OFF
DVC-102,2026-06-13 12:15:00,24.63,24.0,36.32,0,35.5,FAN
DVC-105,2026-06-02 21:45:00,25.17,26.0,30.21,0,23.4,FAN
DVC-104,2026-06-07 10:45:00,24.54,24.0,33.51,0,49.3,FAN
DVC-103,2026-06-09 09:45:00,25.1,24.0,31.46,1,1405.7,COOL
DVC-101,2026-06-05 18:00:00,24.55,24.0,35.89,0,48.3,FAN
DVC-103,2026-06-03 08:00:00,26.03,26.0,29.85,0,31.0,FAN
DVC-103,2026-06-01 23:00:00,24.95,26.0,28.41,0,54.6,OFF
DVC-105,2026-06-09 04:30:00,25.61,26.0,24.24,0,39.1,OFF
DVC-103,2026-06-03 19:00:00,24.36,24.0,33.52,1,1237.2,COOL
DVC-102,2026-06-01 14:15:00,24.43,24.0,36.65,0,51.7,FAN
DVC-104,2026-06-04 06:15:00,26.06,26.0,26.67,0,44.1,OFF
DVC-105,2026-06-07 13:15:00,24.24,24.0,36.21,1,1400.5,COOL
DVC-101,2026-06-03 12:15:00,24.73,24.0,35.45,0,60.6,FAN
DVC-104,2026-06-04 04:15:00,25.92,26.0,25.66,0,52.6,OFF
DVC-102,2026-06-14 10:15:00,24.39,24.0,32.34,1,1391.4,COOL
DVC-101,2026-06-07 20:00:00,24.4,24.0,32.03,0,44.8,FAN
DVC-103,2026-06-02 03:45:00,25.49,26.0,25.0,0,52.8,OFF
DVC-104,2026-06-01 21:15:00,25.11,26.0,31.23,0,25.9,FAN
DVC-105,2026-06-08 08:30:00,25.97,26.0,31.24,1,1086.9,COOL
DVC-104,2026-06-03 11:45:00,24.5,24.0,35.18,0,51.3,FAN
DVC-102,2026-06-08 05:45:00,25.83,26.0,27.01,0,52.0,OFF
DVC-105,2026-06-03 11:00:00,24.44,24.0,33.37,1,1206.0,COOL
DVC-104,2026-06-06 17:45:00,24.1,24.0,35.09,1,1234.2,COOL
DVC-105,2026-06-05 19:15:00,24.23,24.0,33.09,1,1140.3,COOL
DVC-105,2026-06-08 05:45:00,25.63,26.0,25.55,0,57.5,OFF
DVC-102,2026-06-10 21:30:00,25.04,26.0,29.37,0,34.6,FAN
DVC-104,2026-06-06 13:00:00,24.4,24.0,37.05,1,1365.3,COOL
DVC-103,2026-06-04 10:15:00,24.86,24.0,32.83,1,1307.2,COOL
DVC-103,2026-06-14 19:30:00,24.63,24.0,33.18,0,53.6,FAN
DVC-101,2026-06-09 04:00:00,25.44,26.0,25.21,0,50.4,OFF
DVC-105,2026-06-02 20:15:00,24.59,24.0,32.3,0,47.4,FAN
DVC-104,2026-06-08 12:30:00,24.47,24.0,37.25,1,1302.6,COOL
DVC-103,2026-06-08 19:15:00,23.93,24.0,33.75,1,1539.7,COOL
DVC-104,2026-06-02 18:45:00,24.21,24.0,34.93,1,1572.2,COOL
DVC-101,2026-06-02 19:45:00,24.23,24.0,33.03,1,1399.2,COOL
DVC-102,2026-06-01 22:30:00,25.41,26.0,29.04,0,62.1,OFF
DVC-105,2026-06-07 06:45:00,26.28,26.0,27.85,0,58.8,OFF
DVC-102,2026-06-04 04:00:00,25.9,26.0,24.94,0,49.4,OFF
DVC-101,2026-06-14 03:30:00,25.74,26.0,25.53,0,48.9,OFF
DVC-105,2026-06-07 04:00:00,25.89,26.0,24.61,0,52.6,OFF
DVC-102,2026-06-12 07:45:00,25.91,26.0,28.92,0,60.5,OFF
DVC-104,2026-06-01 12:45:00,24.38,24.0,35.28,1,1311.3,COOL
DVC-102,2026-06-08 07:00:00,26.16,26.0,27.46,0,53.8,OFF
DVC-103,2026-06-01 19:15:00,24.4,24.0,33.33,0,39.4,FAN
DVC-103,2026-06-05 11:45:00,24.58,24.0,35.08,0,44.2,FAN
DVC-101,2026-06-10 23:15:00,26.04,26.0,29.01,0,54.7,OFF
DVC-105,2026-06-04 21:45:00,25.3,26.0,29.73,0,32.2,FAN
DVC-101,2026-06-06 10:45:00,24.57,24.0,33.54,0,25.4,FAN
DVC-104,2026-06-10 20:45:00,23.5,24.0,31.47,0,56.9,FAN
DVC-103,2026-06-11 21:00:00,24.14,26.0,30.06,0,27.2,FAN
DVC-104,2026-06-06 05:15:00,25.57,26.0,26.52,0,46.4,OFF
DVC-103,2026-06-13 20:00:00,24.44,24.0,31.97,0,46.9,FAN
DVC-104,2026-06-08 06:15:00,26.42,26.0,26.36,0,37.4,OFF
DVC-102,2026-06-05 09:15:00,25.72,24.0,31.37,1,1367.4,COOL
DVC-103,2026-06-01 01:15:00,27.02,26.0,25.84,0,36.5,OFF
DVC-102,2026-06-11 20:45:00,24.24,24.0,31.22,1,1480.7,COOL
DVC-105,2026-06-10 12:30:00,24.33,24.0,35.38,1,1395.1,COOL
DVC-105,2026-06-10 18:00:00,24.66,24.0,35.85,0,51.5,FAN
DVC-104,2026-06-14 23:45:00,23.5,26.0,26.91,0,45.3,OFF
DVC-101,2026-06-12 11:00:00,24.67,24.0,34.68,0,41.7,FAN
DVC-105,2026-06-06 03:00:00,25.79,26.0,25.13,0,32.8,OFF
DVC-101,2026-06-01 19:00:00,24.6,24.0,33.74,0,33.5,FAN
DVC-103,2026-06-13 15:45:00,24.66,24.0,37.23,0,42.0,FAN
DVC-105,2026-06-03 06:45:00,25.53,26.0,27.26,0,41.4,OFF
DVC-103,2026-06-14 07:30:00,25.98,26.0,28.4,0,35.3,OFF
DVC-104,2026-06-10 01:30:00,23.5,26.0,24.68,0,56.0,OFF
DVC-101,2026-06-01 11:45:00,24.3,24.0,35.09,1,1484.5,COOL
DVC-101,2026-06-03 15:15:00,24.32,24.0,36.4,1,1377.8,COOL
DVC-103,2026-06-12 08:15:00,26.29,26.0,29.22,1,1272.0,COOL
DVC-101,2026-06-03 17:00:00,24.3,24.0,36.05,1,1368.9,COOL
DVC-101,2026-06-01 11:00:00,24.45,24.0,34.07,1,1153.7,COOL
DVC-105,2026-06-08 16:30:00,24.39,24.0,36.99,1,1245.9,COOL
DVC-102,2026-06-03 13:15:00,24.13,24.0,35.9,1,1249.0,COOL
DVC-105,2026-06-06 09:45:00,25.46,24.0,32.16,1,1247.7,COOL
DVC-102,2026-06-12 05:30:00,25.47,26.0,25.63,0,43.7,OFF
DVC-101,2026-06-01 03:45:00,25.94,26.0,24.6,0,48.6,OFF
DVC-103,2026-06-10 04:30:00,25.62,26.0,25.17,0,62.0,OFF
DVC-104,2026-06-07 20:30:00,24.44,24.0,32.38,1,1310.9,COOL
DVC-104,2026-06-01 15:30:00,24.79,24.0,37.19,0,50.3,FAN
DVC-105,2026-06-01 07:45:00,26.29,26.0,29.0,0,44.0,OFF
DVC-102,2026-06-05 19:45:00,24.39,24.0,32.96,1,1497.9,COOL
DVC-101,2026-06-04 14:45:00,24.53,24.0,37.34,0,47.9,FAN
DVC-104,2026-06-09 08:30:00,23.5,26.0,28.94,0,44.9,FAN
DVC-103,2026-06-05 05:45:00,26.02,26.0,25.87,0,36.0,OFF
DVC-103,2026-06-13 00:00:00,25.72,26.0,27.74,0,46.5,OFF
DVC-105,2026-06-11 05:00:00,26.0,26.0,25.31,0,65.0,OFF
DVC-103,2026-06-10 22:45:00,26.09,26.0,28.41,0,55.3,OFF
DVC-103,2026-06-04 07:15:00,26.3,26.0,28.87,0,42.6,OFF
DVC-104,2026-06-07 20:15:00,24.7,24.0,32.85,0,47.1,FAN
DVC-103,2026-06-01 03:15:00,26.07,26.0,25.93,0,43.0,OFF
DVC-104,2026-06-05 11:00:00,24.18,24.0,33.36,1,1525.3,COOL
DVC-104,2026-06-05 19:30:00,24.52,24.0,32.63,1,1672.6,COOL
DVC-102,2026-06-13 03:00:00,25.53,26.0,25.14,0,50.0,OFF
DVC-104,2026-06-04 01:00:00,25.98,26.0,25.04,0,57.8,OFF
DVC-103,2026-06-03 01:00:00,25.86,26.0,25.2,0,26.7,OFF
DVC-102,2026-06-09 19:00:00,24.3,24.0,34.05,1,1437.1,COOL
DVC-101,2026-06-02 17:00:00,24.8,24.0,36.7,0,49.5,FAN
DVC-104,2026-06-13 18:30:00,23.5,24.0,34.7,0,52.7,FAN
DVC-104,2026-06-12 10:00:00,23.5,24.0,33.21,1,1311.4,COOL
DVC-102,2026-06-14 07:30:00,25.94,26.0,28.94,0,40.2,OFF
DVC-101,2026-06-14 14:00:00,24.7,24.0,36.64,0,52.0,FAN
DVC-105,2026-06-05 10:00:00,25.3,24.0,32.49,1,1404.2,COOL
DVC-102,2026-06-10 03:45:00,25.88,26.0,23.87,0,33.6,OFF
DVC-105,2026-06-14 15:00:00,24.32,24.0,37.63,1,1246.7,COOL
DVC-104,2026-06-09 15:15:00,23.5,24.0,38.14,1,1341.3,COOL
DVC-101,2026-06-01 15:15:00,24.51,24.0,36.79,1,1186.8,COOL
DVC-101,2026-06-01 18:45:00,24.19,24.0,34.75,1,1217.5,COOL
DVC-103,2026-06-13 06:00:00,25.43,26.0,26.74,0,19.3,OFF
DVC-102,2026-06-07 03:45:00,26.04,26.0,24.86,0,51.8,OFF
DVC-102,2026-06-03 20:15:00,24.05,24.0,32.22,1,1436.0,COOL
DVC-105,2026-06-07 06:00:00,25.92,26.0,26.63,0,57.6,OFF
DVC-101,2026-06-12 12:30:00,24.54,24.0,34.95,1,1418.2,COOL
DVC-103,2026-06-14 02:45:00,26.02,26.0,24.64,0,40.5,OFF
DVC-103,2026-06-03 05:00:00,25.78,26.0,25.36,0,30.0,OFF
DVC-103,2026-06-07 00:00:00,25.75,26.0,27.54,0,36.1,OFF
DVC-104,2026-06-14 19:30:00,23.5,24.0,32.94,0,50.5,FAN
DVC-101,2026-06-11 13:15:00,24.58,24.0,35.39,1,1196.2,COOL
DVC-103,2026-06-11 08:45:00,26.37,26.0,30.94,0,33.5,FAN
DVC-104,2026-06-02 20:15:00,24.12,24.0,32.26,1,1494.2,COOL
DVC-101,2026-06-01 22:30:00,25.47,26.0,29.1,0,55.8,OFF
DVC-103,2026-06-14 03:15:00,25.96,26.0,24.94,0,42.4,OFF
DVC-102,2026-06-03 00:00:00,26.41,26.0,26.68,0,37.6,OFF
DVC-102,2026-06-08 04:45:00,25.52,26.0,26.28,0,37.2,OFF
DVC-103,2026-06-12 04:30:00,25.68,26.0,24.96,0,55.8,OFF
DVC-105,2026-06-06 14:15:00,24.4,24.0,35.52,1,1277.3,COOL
DVC-102,2026-06-01 03:15:00,26.57,26.0,24.58,0,28.8,OFF
DVC-101,2026-06-14 08:45:00,25.99,26.0,31.09,0,51.6,FAN
DVC-104,2026-06-08 07:45:00,26.72,26.0,29.07,0,34.2,OFF
DVC-101,2026-06-07 19:30:00,23.99,24.0,33.65,1,1223.1,COOL
DVC-104,2026-06-10 21:15:00,23.5,26.0,30.07,0,43.1,FAN
DVC-102,2026-06-09 20:00:00,24.13,24.0,32.61,1,1133.3,COOL
DVC-102,2026-06-02 14:15:00,24.02,24.0,36.24,1,1283.4,COOL
DVC-102,2026-06-09 00:15:00,25.54,26.0,25.45,0,33.0,OFF
DVC-103,2026-06-14 18:15:00,24.56,24.0,35.41,0,43.7,FAN
DVC-104,2026-06-06 23:00:00,26.52,26.0,27.47,0,35.3,OFF
DVC-105,2026-06-09 22:15:00,25.33,26.0,29.27,0,50.2,OFF
DVC-101,2026-06-06 23:45:00,25.97,26.0,26.17,0,55.9,OFF
DVC-102,2026-06-06 06:45:00,26.03,26.0,27.24,0,38.4,OFF
DVC-102,2026-06-02 07:15:00,26.2,26.0,28.4,0,43.9,OFF
DVC-101,2026-06-12 17:45:00,24.61,24.0,35.45,0,58.5,FAN
DVC-102,2026-06-11 09:45:00,25.13,24.0,31.7,1,1306.7,COOL
DVC-103,2026-06-01 07:15:00,26.02,26.0,29.63,0,36.7,OFF
DVC-104,2026-06-01 02:15:00,26.69,26.0,26.4,0,53.7,OFF
DVC-103,2026-06-01 17:00:00,24.18,24.0,35.7,1,1340.5,COOL
DVC-102,2026-06-09 15:15:00,24.11,24.0,36.79,1,1408.6,COOL
DVC-105,2026-06-04 06:15:00,25.96,26.0,27.16,0,39.8,OFF
DVC-103,2026-06-04 08:00:00,26.09,26.0,29.44,1,1314.9,COOL
DVC-105,2026-06-03 03:00:00,25.71,26.0,24.92,0,59.4,OFF
DVC-102,2026-06-12 07:15:00,25.87,26.0,28.88,0,62.2,OFF
DVC-104,2026-06-06 08:45:00,26.15,26.0,30.85,0,23.7,FAN
DVC-104,2026-06-12 20:45:00,23.5,24.0,30.82,1,1394.6,COOL
DVC-101,2026-06-14 03:00:00,25.94,26.0,25.6,0,26.3,OFF
DVC-103,2026-06-11 12:00:00,24.57,24.0,35.52,0,38.9,FAN
DVC-102,2026-06-02 10:15:00,24.57,24.0,33.56,1,1393.7,COOL
DVC-105,2026-06-08 10:15:00,24.3,24.0,32.86,1,1451.3,COOL
DVC-105,2026-06-05 16:00:00,24.13,24.0,36.75,1,1594.1,COOL
DVC-103,2026-06-07 03:00:00,25.27,26.0,25.63,0,39.3,OFF
DVC-104,2026-06-02 03:15:00,26.07,26.0,24.96,0,38.9,OFF
DVC-105,2026-06-09 15:15:00,24.11,24.0,35.95,1,1309.4,COOL
DVC-104,2026-06-11 13:15:00,23.5,24.0,37.15,0,41.8,FAN
DVC-102,2026-06-13 11:30:00,23.93,24.0,35.01,1,1316.0,COOL
DVC-101,2026-06-04 00:45:00,25.58,26.0,26.1,0,34.8,OFF
DVC-105,2026-06-06 03:30:00,25.8,26.0,26.26,0,42.4,OFF
DVC-103,2026-06-12 03:45:00,25.83,26.0,24.32,0,49.2,OFF
DVC-102,2026-06-03 20:00:00,24.31,24.0,33.32,1,1356.3,COOL
DVC-105,2026-06-04 20:45:00,24.28,24.0,31.79,1,1253.2,COOL
DVC-105,2026-06-04 22:00:00,25.4,26.0,28.4,0,59.8,OFF
DVC-104,2026-06-01 15:15:00,24.09,24.0,37.12,1,1340.4,COOL
DVC-102,2026-06-11 06:00:00,25.5,26.0,25.8,0,40.5,OFF
DVC-101,2026-06-14 12:45:00,24.66,24.0,35.41,0,56.0,FAN
DVC-103,2026-06-09 00:15:00,26.49,26.0,27.54,0,57.2,OFF
DVC-105,2026-06-06 20:15:00,24.51,24.0,31.75,0,32.4,FAN
DVC-104,2026-06-08 08:00:00,26.41,26.0,29.13,1,1175.8,COOL
DVC-101,2026-06-09 20:30:00,24.14,24.0,31.57,1,1341.4,COOL
DVC-104,2026-06-02 03:45:00,26.11,26.0,24.12,0,53.5,OFF
DVC-104,2026-06-03 06:00:00,26.48,26.0,26.4,0,63.3,OFF
DVC-102,2026-06-09 00:45:00,25.32,26.0,26.45,0,58.6,OFF
DVC-102,2026-06-10 18:00:00,24.55,24.0,33.97,0,55.6,FAN
DVC-104,2026-06-12 15:30:00,23.5,24.0,36.76,0,47.3,FAN
DVC-102,2026-06-10 01:00:00,26.42,26.0,26.51,0,57.4,OFF
DVC-102,2026-06-02 15:45:00,24.97,24.0,37.61,0,41.2,FAN
DVC-104,2026-06-04 08:45:00,26.22,26.0,30.29,1,1253.2,COOL
DVC-101,2026-06-05 03:30:00,-99.0,26.0,25.37,0,44.1,OFF
DVC-102,2026-06-14 02:45:00,25.82,26.0,24.1,0,50.2,OFF
DVC-105,2026-06-08 19:00:00,24.89,24.0,33.93,0,42.5,FAN
DVC-102,2026-06-12 02:15:00,25.89,26.0,24.53,0,43.3,OFF
DVC-102,2026-06-05 12:45:00,24.52,24.0,35.62,0,45.1,FAN
DVC-103,2026-06-13 10:15:00,24.56,24.0,32.83,1,1481.7,COOL
DVC-104,2026-06-04 16:45:00,24.6,24.0,35.35,0,27.6,FAN
DVC-101,2026-06-14 23:15:00,26.53,26.0,27.92,0,60.1,OFF
DVC-102,2026-06-08 17:45:00,24.79,24.0,36.23,0,42.0,FAN
DVC-103,2026-06-03 18:30:00,23.97,24.0,34.73,1,1289.3,COOL
DVC-104,2026-06-14 18:45:00,23.5,24.0,33.9,1,1352.3,COOL
DVC-104,2026-06-13 18:00:00,23.5,24.0,35.19,1,1411.0,COOL
DVC-103,2026-06-11 11:15:00,24.24,24.0,33.56,1,1490.4,COOL
DVC-101,2026-06-14 19:00:00,24.21,24.0,34.14,1,1307.1,COOL
DVC-101,2026-06-03 06:30:00,25.25,26.0,27.25,0,46.0,OFF
DVC-102,2026-06-13 02:00:00,25.66,26.0,25.16,0,37.5,OFF
DVC-105,2026-06-10 03:00:00,25.7,26.0,25.28,0,59.3,OFF
DVC-101,2026-06-03 01:45:00,25.81,26.0,25.22,0,31.9,OFF
DVC-102,2026-06-13 03:15:00,25.55,26.0,25.38,0,37.1,OFF
DVC-103,2026-06-04 16:15:00,24.08,24.0,36.0,1,1334.2,COOL
DVC-101,2026-06-08 14:15:00,24.63,24.0,36.21,0,38.6,FAN
DVC-104,2026-06-10 23:00:00,23.5,26.0,28.02,0,44.9,OFF
DVC-102,2026-06-02 18:30:00,24.27,24.0,35.15,1,1230.6,COOL
DVC-101,2026-06-13 15:45:00,24.29,24.0,36.06,1,1461.0,COOL
DVC-101,2026-06-02 12:15:00,24.33,24.0,35.26,1,1480.1,COOL
DVC-102,2026-06-07 19:00:00,24.71,24.0,34.09,1,1263.7,COOL
DVC-102,2026-06-05 03:45:00,25.88,26.0,25.81,0,34.7,OFF
DVC-103,2026-06-11 04:45:00,25.69,26.0,26.31,0,42.9,OFF
DVC-105,2026-06-04 10:30:00,24.75,24.0,33.15,0,68.3,FAN
DVC-104,2026-06-12 23:30:00,23.5,26.0,27.77,0,35.9,OFF
DVC-105,2026-06-02 03:30:00,25.91,26.0,23.99,0,47.8,OFF
DVC-105,2026-06-11 15:30:00,24.91,24.0,37.48,0,57.2,FAN
DVC-101,2026-06-14 22:15:00,25.85,26.0,29.47,0,36.6,OFF
DVC-105,2026-06-12 03:45:00,25.56,26.0,25.66,0,21.9,OFF
DVC-104,2026-06-12 06:45:00,23.5,26.0,27.49,0,45.1,OFF
DVC-103,2026-06-03 17:00:00,24.46,24.0,36.51,0,44.4,FAN
DVC-104,2026-06-10 06:30:00,23.5,26.0,27.08,0,52.5,OFF
